165	218	399	327	358	666
27	929	558	117	489	929
796	349	933	695	717	187
737	784	913	484	313	44
688	289	938	43	29	181
389	502	81	319	890	531
87	536	87	808	878	472
773	197	300	598	598	391
249	279	140	43	931	69
573	388	31	634	155	180
150	942	193	476	927	351
998	304	707	874	406	51
382	851	879	686	456	320
930	346	739	739	635	345
576	757	384	977	996	187
126	202	320	594	54	750
573	203	149	699	885	399
5	338	729	490	225	877
938	443	397	439	415	415
799	985	635	955	133	769
21	975	582	694	589	366
175	175	646	337	230	223
736	276	692	911	216	564
168	917	224	2	202	158
700	816	254	863	927	310
754	971	391	321	624	625
705	398	934	260	784	504
698	751	117	793	227	112
196	606	905	376	754	712
158	506	821	531	145	719
82	658	848	31	639	956
602	230	224	820	388	230
437	744	331	437	550	778
506	89	567	860	984	102
289	670	389	428	843	540
468	595	116	637	815	384
906	899	343	519	115	158
567	451	165	33	78	688
21	216	528	30	7	933
299	938	127	581	751	128
788	86	243	303	124	303
929	184	920	235	358	897
990	509	604	933	261	206
122	384	269	323	653	866
352	522	515	385	992	631
442	272	1000	434	396	61
17	514	980	746	623	124
705	420	809	151	504	96
120	286	474	108	213	889
254	652	259	385	903	385
361	161	145	867	204	304
10	914	44	752	550	74
634	229	368	991	223	368
984	20	4	272	23	122
612	831	644	326	168	454
141	303	54	998	11	214
395	186	238	311	653	615
211	874	391	721	807	408
119	641	238	74	67	105
619	757	405	194	94	528
126	257	15	886	128	267
105	805	26	348	203	118
79	460	251	919	439	952
957	72	37	580	134	114
562	412	562	387	560	270
497	438	252	946	70	70
660	319	795	265	178	588
298	44	927	624	927	95
517	743	24	10	184	184
247	252	248	897	835	942
914	484	205	614	205	639
556	216	410	483	874	186
547	271	370	679	966	637
518	996	445	238	891	18
148	304	403	441	720	937
651	720	961	560	31	33
505	266	831	434	123	143
609	424	160	20	250	942
286	869	924	884	836	181
790	953	615	567	144	440
715	41	410	783	368	623
221	39	239	152	32	728
757	210	511	613	757	250
70	15	1	39	138	567
95	481	688	746	38	357
573	457	229	967	503	83
615	960	981	277	823	904
423	892	400	398	266	101
308	267	87	716	124	111
29	204	877	231	368	31
309	656	949	240	113	345
361	164	724	935	164	830
364	957	485	203	178	397
607	690	842	310	92	780
200	456	236	545	55	643
50	937	920	367	937	261
752	398	965	72	146	219
216	75	175	13	110	964
209	507	695	938	305	938
621	514	268	745	921	518
717	457	973	260	148	237
198	537	44	167	325	77
500	236	903	199	78	413
995	22	211	481	19	74
188	440	587	827	658	440
471	866	248	742	79	413
874	173	991	745	874	540
234	391	749	298	354	445
914	400	970	914	605	38
178	666	456	230	828	369
179	880	534	218	831	627
953	850	412	262	55	986
430	760	550	582	247	734
974	698	860	612	376	999
293	753	69	795	833	245
957	95	765	409	326	631
259	457	121	37	121	457
886	437	263	317	160	109
750	629	979	127	695	477
739	130	181	235	541	677
275	118	34	570	52	177
466	834	735	680	63	172
411	730	734	162	144	1000
648	904	168	661	648	644
24	916	748	826	680	24
605	312	304	971	221	221
635	478	522	565	523	231
667	942	540	943	769	144
174	760	383	174	405	192
699	936	936	178	724	109
98	92	574	509	337	373
995	134	300	345	279	427
464	167	20	84	546	464
850	890	640	6	374	728
996	282	319	842	176	176
334	46	48	114	840	230
480	928	927	505	928	355
32	939	950	459	342	594
367	221	155	239	719	567
757	373	705	95	705	524
446	811	656	36	478	199
389	770	585	401	24	8
196	96	395	206	44	961
265	428	430	941	409	599
545	798	276	149	704	813
430	166	956	766	468	468
382	683	650	733	650	330
329	519	490	349	470	937
701	269	496	998	269	353
670	469	909	523	270	805
141	956	746	956	164	112
732	125	270	538	966	314
397	183	876	533	711	106
865	974	488	618	409	38
197	575	413	685	903	921
265	735	428	89	872	929
980	114	826	952	811	976
203	148	76	808	34	39
574	295	477	120	377	377
512	808	973	483	331	625
194	948	52	4	113	352
37	817	267	175	434	35
433	433	543	496	91	534
323	501	207	111	158	708
526	158	676	427	618	470
483	942	289	601	193	448
44	593	458	269	8	228
287	941	892	440	669	699
25	449	69	364	329	364
859	354	212	430	582	867
783	463	136	604	831	831
154	643	362	632	5	243
88	601	815	974	783	131
737	158	769	321	976	833
722	384	845	87	394	23
621	621	988	791	372	727
320	285	257	647	285	487
564	385	44	599	541	806
294	487	165	331	728	331
209	37	94	2	830	444
471	708	708	568	279	383
387	114	195	732	777	720
395	178	681	843	989	524
788	192	36	996	903	594
879	624	996	74	8	609
722	809	724	997	30	66
456	55	754	300	204	662
840	45	760	380	752	715
835	96	87	31	103	393
622	449	928	386	480	447
946	745	95	364	895	579
488	19	923	886	284	977
696	501	739	659	46	328
842	118	586	639	216	851
830	32	510	384	525	476
658	643	953	948	637	205
386	937	794	784	937	723
488	645	899	495	182	539
71	536	799	767	814	71
845	653	845	458	29	225
61	601	102	288	363	255
977	514	316	5	5	486
601	601	168	84	419	33
754	939	749	749	131	887
20	536	862	768	378	281
561	660	695	559	483	979
878	195	286	760	931	43
862	850	342	511	363	572
990	268	446	829	75	927
719	128	327	548	385	770
794	921	531	73	292	338
440	263	156	639	533	629
580	230	470	931	478	99
239	556	622	238	769	25
769	446	517	572	214	921
112	837	623	395	671	594
179	61	337	817	347	438
590	674	979	788	325	674
473	473	631	313	785	296
403	544	864	847	158	627
608	383	819	570	709	81
44	418	560	262	804	916
330	434	656	94	261	187
85	785	201	875	430	310
819	134	73	123	121	229
745	416	182	154	956	579
794	748	896	964	794	898
108	772	213	839	823	990
928	685	81	663	233	194
167	737	155	147	128	155
32	102	349	73	883	324
106	474	492	400	69	747
941	844	445	482	941	891
17	114	237	5	780	130
629	199	643	700	728	577
72	928	425	703	55	798
1	736	308	15	272	221
307	433	605	87	630	998
260	449	588	246	362	269
18	540	90	966	907	917
534	54	419	762	902	17
79	482	778	11	54	50
834	100	715	829	821	989
580	625	412	118	744	252
953	124	752	25	386	77
296	310	208	516	156	897
558	318	987	6	993	41
352	561	821	757	910	438
798	249	559	405	922	840
295	827	923	494	296	114
235	583	619	703	933	671
664	712	94	90	391	312
198	781	701	760	760	262
432	87	866	476	309	794
681	443	646	71	920	168
92	479	383	318	795	370
226	383	509	459	612	429
398	160	608	691	684	70
993	993	589	878	921	618
40	11	346	14	121	737
23	145	212	918	742	870
125	298	947	152	74	898
979	501	813	760	960	724
701	533	448	782	436	149
456	273	324	655	129	533
81	556	253	761	195	21
460	207	207	735	794	748
290	793	273	568	948	397
108	578	870	213	730	853
455	307	323	491	900	69
222	952	17	31	138	39
427	446	789	979	111	768
944	604	694	840	426	196
53	57	263	389	132	972
355	524	15	317	726	701
610	608	893	608	684	832
687	247	776	817	40	868
154	232	828	75	324	854
752	711	948	412	798	134
206	614	401	771	613	401
560	727	208	208	769	538
28	510	549	657	412	733
601	836	64	615	439	176
13	983	722	333	687	40
576	403	951	403	77	555
950	395	598	395	990	304
529	707	316	316	582	561
309	874	282	472	758	952
901	81	159	79	34	248
799	436	604	711	520	770
62	630	214	206	667	979
237	995	267	908	778	857
871	879	214	214	358	325
325	806	161	650	308	567
766	610	854	464	730	847
98	216	161	53	885	249
220	441	774	519	106	647
964	629	965	493	757	757
556	377	529	721	956	564
283	298	889	786	97	296
481	229	199	766	984	147
681	364	103	148	809	516
510	981	298	340	192	331
395	151	229	902	44	27
159	726	255	19	148	16
30	295	988	869	988	785
495	663	95	59	506	241
604	911	999	856	458	384
104	46	512	15	768	91
396	184	980	936	760	287
985	519	88	129	135	76
720	152	348	847	146	341
73	648	456	216	405	483
43	663	608	610	560	876
796	993	796	383	790	182
781	938	325	230	933	820
543	402	269	339	356	881
575	851	535	808	451	637
781	361	671	252	480	820
575	10	72	366	894	214
484	62	438	438	65	740
368	981	366	425	188	425
127	644	915	526	274	30
133	470	803	460	670	26
339	186	740	757	522	68
341	859	52	161	859	8
113	225	781	510	39	39
427	863	82	433	982	221
647	55	191	155	496	747
987	192	66	266	141	325
521	144	116	865	1	881
41	252	437	482	363	65
848	151	697	600	117	604
275	735	891	691	522	100
191	598	417	846	120	830
466	273	462	342	920	15
131	166	210	35	930	320
513	390	851	158	283	133
1000	383	36	166	83	204
499	404	333	350	780	926
124	602	827	737	417	298
646	275	686	14	627	604
808	551	580	581	252	252
94	533	393	965	748	69
367	90	67	947	134	105
177	530	469	622	103	414
878	1	79	420	56	80
937	634	47	306	47	761
415	892	36	19	32	238
692	534	737	433	692	199
899	88	724	790	806	801
394	642	741	221	570	975
86	764	507	867	711	944
222	624	803	757	500	193
781	764	155	624	734	176
686	496	342	496	778	314
131	905	876	141	696	977
367	497	393	940	960	402
334	429	508	391	334	873
198	297	860	686	860	251
774	429	477	13	429	441
431	196	754	534	768	202
259	494	387	616	82	250
139	60	895	155	243	44
841	579	43	946	579	432
337	555	449	597	239	716
7	795	175	532	7	432
758	848	464	296	982	429
439	714	555	545	267	714
225	497	296	16	282	249
260	188	63	47	921	176
154	820	250	761	119	981
31	471	824	223	327	833
30	780	574	523	478	499
432	339	381	806	612	973
292	559	605	974	445	231
257	401	424	87	216	780
551	189	699	752	823	223
890	508	530	771	961	415
762	762	835	901	315	859
750	531	95	190	846	190
131	456	457	482	784	456
360	194	189	275	70	217
331	554	866	554	634	455
767	10	872	877	197	349
987	427	570	645	431	226
791	141	823	162	927	561
499	787	53	179	382	570
386	447	126	90	861	889
366	320	686	637	718	849
715	996	115	822	366	799
139	757	11	290	167	63
502	40	30	192	14	462
173	284	106	58	915	232
795	704	851	156	704	672
165	951	335	823	978	161
188	952	351	18	978	633
890	443	537	829	330	124
210	991	526	37	20	130
96	146	903	394	866	53
3	272	183	167	93	138
793	793	794	282	997	808
421	739	449	248	279	260
133	65	155	914	23	156
423	840	458	59	107	979
456	366	778	385	635	855
180	409	909	460	963	367
495	207	831	339	452	971
847	549	607	315	99	586
865	628	318	60	210	940
128	745	19	390	361	984
421	781	452	439	373	42
104	293	432	686	683	577
520	698	461	893	857	51
743	122	876	126	845	975
768	151	869	558	112	856
502	660	233	662	440	356
594	917	726	132	416	165
255	292	442	945	803	583
269	580	1000	87	615	615
363	599	261	718	322	463
964	666	583	315	295	470
204	632	180	180	377	507
870	584	437	145	910	272
659	654	490	826	75	952
578	472	410	165	797	107
168	97	866	338	3	235
581	509	312	754	151	352
308	474	313	442	31	756
798	179	103	65	93	338
364	123	948	235	832	258
978	233	789	934	273	540
768	569	384	826	274	675
49	451	325	129	73	723
876	727	287	719	688	521
886	391	721	993	634	916
466	498	189	429	719	626
706	961	880	257	950	573
188	74	131	933	794	390
879	353	854	424	210	904
388	377	281	332	286	286
285	295	826	668	170	319
310	1000	447	859	358	495
221	1	980	623	623	288
634	968	78	805	475	931
368	217	408	455	296	363
264	91	958	202	143	82
508	49	347	637	341	973
973	455	259	134	211	145
250	175	870	943	598	301
74	40	916	301	46	137
676	641	863	518	952	282
66	803	394	964	566	466
215	133	242	850	247	870
258	455	52	698	369	603
375	421	642	462	340	291
392	226	379	155	135	709
559	804	95	866	302	786
417	417	209	894	346	380
251	673	148	207	226	459
994	745	881	651	107	886
111	607	738	477	910	88
362	782	941	375	113	201
118	350	65	843	89	97
3	197	867	919	139	239
918	154	150	698	154	521
116	588	907	525	674	903
115	437	669	716	757	923
210	971	210	908	758	489
222	636	855	60	39	548
451	870	410	553	932	870
447	421	876	11	308	839
880	246	222	823	827	468
992	762	899	600	781	690
83	848	455	318	694	9
830	27	202	319	353	446
352	428	533	646	175	265
582	68	294	582	122	838
743	216	744	395	796	842
851	955	522	706	240	553
550	617	193	617	311	550
322	797	405	909	816	961
95	592	632	585	273	476
666	928	958	597	205	821
470	299	114	44	741	124
408	829	373	857	87	189
782	569	313	838	136	673
70	146	659	590	645	201
273	340	735	738	992	876
762	165	919	222	534	399
659	323	6	467	655	654
900	689	900	310	505	427
219	621	372	930	227	851
106	221	82	904	252	35
849	332	332	176	36	577
861	101	13	182	407	96
393	834	249	834	711	427
58	389	896	350	216	27
813	776	813	959	638	290
233	839	822	956	432	545
1000	405	509	861	541	430
112	916	567	970	905	382
823	579	461	698	771	76
159	32	287	606	17	43
775	22	77	368	80	146
216	23	55	80	879	339
83	420	142	204	12	984
816	360	90	235	89	535
175	248	875	617	139	126
36	151	346	239	594	732
747	156	532	502	573	930
61	286	54	312	581	50
154	6	159	651	59	138
997	782	204	106	50	984
527	428	320	48	152	809
723	114	332	215	451	33
850	752	865	19	268	299
191	56	353	636	919	386
164	985	267	76	277	14
834	883	786	715	257	226
953	331	250	294	900	936
132	12	402	276	849	721
53	910	743	100	24	81
972	798	910	793	114	861
35	653	813	722	6	571
116	200	622	14	661	14
878	254	609	794	502	210
926	719	297	58	926	917
744	982	11	484	982	466
533	305	753	918	869	97
613	326	323	690	569	613
830	53	827	663	562	305
743	578	448	629	363	448
50	971	463	414	371	389
754	29	19	166	292	33
826	917	129	908	859	488
245	688	570	519	888	318
81	57	866	723	784	505
722	322	456	799	680	722
301	102	44	694	623	904
289	360	907	508	175	258
833	509	75	976	108	703
533	489	584	699	857	832
817	31	781	789	56	175
714	943	25	96	388	446
649	511	275	39	97	231
215	877	879	844	933	823
370	574	869	433	370	990
231	835	575	889	889	239
461	763	359	890	534	207
432	14	538	222	714	796
84	64	778	111	264	126
621	168	33	256	65	6
259	324	124	664	974	599
887	912	148	312	869	672
323	746	523	293	579	687
87	174	456	234	188	855
950	255	463	281	446	817
488	124	809	944	955	233
607	167	383	484	551	406
785	531	174	164	998	340
2	969	304	671	438	210
777	921	472	853	7	273
695	252	796	796	849	543
5	142	831	40	320	155
601	992	792	448	467	823
262	639	773	985	296	359
746	468	672	614	166	113
119	438	159	678	59	36
692	71	70	909	71	877
717	486	736	797	673	449
282	225	28	262	64	907
962	606	274	928	20	110
360	977	293	33	830	217
75	978	101	812	456	800
174	538	740	732	89	216
811	418	127	218	13	43
81	773	256	560	252	582
260	1000	653	956	410	779
301	82	976	128	41	90
640	24	820	939	723	638
163	86	819	93	167	170
123	660	698	84	84	570
596	15	881	322	449	660
405	427	347	214	214	873
26	191	228	20	783	627
283	855	30	554	196	373
766	28	382	849	629	360
129	374	823	86	74	123
516	548	567	403	792	277
692	23	266	382	588	247
13	80	749	31	246	193
81	900	62	153	73	311
927	672	992	623	149	149
243	902	445	591	494	885
296	417	205	848	35	987
447	442	202	41	288	525
463	581	34	375	65	126
566	207	676	332	866	735
26	152	208	998	419	54
646	685	846	406	312	845
781	161	108	24	367	109
621	412	392	537	600	785
740	608	505	873	608	997
781	859	572	121	84	318
974	381	320	850	647	793
985	933	99	395	22	22
991	306	396	711	443	762
573	384	83	491	491	179
840	775	840	884	431	478
11	997	755	609	146	193
683	253	2	69	69	651
598	437	754	928	492	677
606	574	573	383	328	529
514	411	41	669	488	514
101	767	232	6	60	321
547	754	647	461	690	366
369	35	711	496	856	275
971	59	296	728	379	893
750	209	736	882	366	12
139	168	920	783	256	151
472	856	472	401	225	890
200	177	120	29	144	766
877	193	220	297	323	632
230	272	993	760	29	518
107	30	753	153	363	601
404	461	775	426	504	649
898	490	284	280	510	272
69	760	486	445	647	97
908	48	331	682	196	107
219	616	825	695	68	287
74	29	984	426	73	124
687	715	759	43	584	686
245	498	605	710	691	674
761	989	395	94	508	879
911	966	565	348	241	788
97	569	806	946	433	966
598	700	987	727	994	740
335	809	795	630	656	368
676	945	799	356	721	36
787	698	150	539	449	539
521	84	371	961	639	371
584	926	310	447	926	285
479	189	391	170	42	514
894	997	304	503	586	20
460	174	904	507	214	709
765	698	640	45	23	184
408	23	13	12	130	747
61	988	297	60	330	126
124	55	193	93	45	731
204	817	911	635	464	226
503	623	188	935	935	782
343	677	992	272	274	242
827	151	797	199	199	490
873	901	432	738	349	227
587	474	877	444	148	284
749	613	613	525	555	124
784	124	541	347	275	393
434	507	347	820	313	784
757	686	808	131	686	906
926	184	874	70	184	937
753	611	152	525	670	803
638	638	875	81	629	231
340	604	3	186	278	378
773	961	16	961	629	429
64	117	232	60	198	777
232	727	907	746	703	174
150	773	534	193	114	774
673	645	253	205	757	574
426	109	25	348	30	955
237	525	398	410	937	250
426	940	882	872	992	110
