717	82	718	717	82
382	649	781	676	34
569	257	284	72	73
835	237	232	436	375
634	634	634	500	262
850	783	775	369	277
953	764	764	953	764
952	923	952	247	952
439	527	527	439	929
607	607	337	337	607
503	503	73	503	73
568	441	441	441	821
209	670	209	209	209
307	72	367	72	307
72	9	72	72	763
493	493	493	493	613
118	155	118	118	155
12	270	481	342	550
788	929	929	929	788
502	775	502	775	775
407	407	407	407	453
423	494	146	217	143
537	798	567	567	798
916	916	255	916	916
537	361	537	361	458
216	774	268	534	850
915	892	892	207	892
134	84	845	18	916
129	736	909	756	958
350	406	435	266	423
601	601	135	135	561
378	694	694	378	694
784	784	629	784	629
903	612	532	496	723
335	335	84	335	335
923	923	433	267	923
969	745	270	666	683
785	785	785	785	785
865	65	807	907	276
535	876	876	535	876
466	871	871	871	466
21	21	19	19	19
943	662	147	240	24
701	657	657	701	701
201	799	815	729	571
617	633	633	633	633
701	694	694	136	701
875	685	875	875	365
22	22	22	300	300
820	339	339	820	820
315	172	921	315	172
717	865	269	717	717
865	865	704	704	865
292	460	221	807	469
422	612	612	422	612
513	513	513	792	792
851	968	887	899	456
712	845	441	30	647
12	302	592	154	248
932	126	890	365	847
358	454	46	454	358
503	975	277	277	277
914	462	914	914	914
98	94	98	98	98
162	162	488	488	162
882	882	882	905	882
906	906	246	246	906
263	940	187	678	991
345	974	974	974	974
605	822	822	822	605
527	427	527	427	427
793	426	793	793	793
770	770	113	113	113
588	155	645	619	659
65	65	88	65	88
590	604	604	590	694
867	867	883	867	883
453	453	453	620	453
694	778	778	694	778
732	732	529	732	529
166	961	166	961	166
679	684	338	464	39
624	624	624	186	624
932	849	921	932	849
677	558	558	558	558
135	186	662	62	506
473	689	473	689	582
997	390	997	997	449
89	44	44	89	89
162	99	195	99	195
460	811	460	811	460
375	375	273	375	375
507	1	719	751	35
979	863	979	863	979
959	597	649	935	569
364	141	311	766	799
739	464	464	345	464
959	118	118	118	576
854	854	837	837	837
96	96	615	96	57
838	335	464	349	509
397	397	464	464	464
455	427	115	257	829
208	208	208	208	208
614	614	404	614	404
127	438	339	705	400
248	193	193	193	943
26	590	26	26	590
530	530	530	857	530
292	330	625	685	412
32	152	152	152	32
527	178	178	178	527
891	777	777	777	891
935	363	898	361	154
581	744	744	581	744
112	112	112	422	112
45	399	45	399	850
292	292	292	292	292
617	617	545	617	617
167	975	12	489	393
910	910	910	61	61
907	907	692	692	692
552	552	552	479	552
692	907	534	534	907
839	186	839	839	186
799	66	799	66	66
812	812	929	929	125
838	838	838	691	838
844	554	844	554	554
955	841	70	70	70
47	655	655	47	47
780	780	666	780	666
426	404	426	404	404
343	252	299	347	111
210	68	68	210	210
384	658	384	384	384
804	968	804	804	804
66	66	66	66	73
396	396	396	396	445
780	780	170	170	170
250	250	875	250	875
242	848	242	848	848
968	506	968	777	968
347	127	347	347	127
749	49	687	280	157
679	432	562	590	881
933	222	222	933	222
697	779	470	779	779
136	136	596	570	596
446	825	446	446	446
274	274	150	150	274
856	907	907	907	907
564	564	625	470	625
172	172	880	880	172
784	372	784	372	372
527	527	527	961	961
913	768	913	768	913
430	283	430	283	430
680	528	334	680	528
635	212	412	113	383
395	813	469	822	449
430	490	490	490	490
882	491	975	208	766
528	483	483	165	528
239	324	324	324	324
611	856	856	856	856
879	34	34	34	34
455	455	455	664	813
664	664	86	86	664
909	378	294	521	771
809	729	809	444	729
247	247	247	247	234
316	316	316	536	316
967	395	967	967	967
163	598	37	718	59
604	816	604	604	604
287	1	1	287	1
468	468	468	20	244
385	777	385	777	777
846	846	986	878	986
252	252	999	252	252
679	858	858	858	679
813	813	825	825	967
950	950	950	950	108
995	521	521	995	995
515	937	937	937	937
109	866	866	109	866
83	820	820	83	820
211	80	211	211	211
569	870	569	329	569
391	270	270	391	391
890	890	745	745	890
732	732	732	224	224
47	490	112	830	79
750	187	750	187	187
602	303	303	602	602
622	622	622	155	155
137	137	163	137	137
454	858	454	858	858
131	131	532	532	532
510	353	510	353	510
894	707	894	707	707
411	764	764	397	397
928	894	152	554	51
168	80	677	9	717
303	43	43	43	609
519	519	969	969	969
949	288	555	591	566
24	841	841	24	841
481	481	625	481	481
446	57	57	57	446
37	50	486	35	934
312	298	312	312	312
769	769	769	492	769
195	560	195	560	195
967	226	146	146	967
962	962	29	29	962
753	753	753	182	753
995	995	829	995	829
937	250	250	937	937
213	178	178	178	178
452	452	452	787	787
127	752	127	752	752
895	135	895	895	855
758	758	613	613	613
220	220	418	418	220
984	852	852	984	984
778	778	778	778	546
23	556	995	265	78
460	339	727	339	460
31	31	445	445	965
68	935	322	367	539
342	602	342	602	342
950	399	817	399	950
311	147	311	147	147
532	177	177	651	651
824	91	170	100	215
654	628	654	805	654
178	64	64	233	178
776	776	169	776	169
781	1	781	781	781
169	169	169	695	169
650	650	650	512	512
720	720	839	839	839
253	253	253	494	678
865	372	372	722	865
64	182	182	137	64
72	477	477	72	72
826	84	826	893	84
853	853	168	853	168
214	214	214	214	214
481	51	751	27	80
690	731	690	731	690
779	779	898	337	337
396	396	396	396	396
694	694	694	680	680
264	320	264	264	264
881	881	384	384	881
267	267	493	267	493
468	919	1	274	721
884	884	943	884	591
496	557	393	792	833
446	446	706	446	446
16	394	394	394	394
487	877	877	487	877
535	515	678	38	78
876	339	876	876	876
582	551	705	943	538
577	533	279	261	254
320	802	475	630	414
986	87	986	194	87
147	653	904	943	34
144	793	821	821	793
228	984	369	798	411
68	597	597	597	389
602	602	602	602	204
177	692	619	862	425
642	459	459	642	642
765	345	345	345	345
993	993	174	993	174
441	385	906	805	258
98	799	98	799	98
815	775	834	527	684
467	467	20	20	467
689	689	689	689	527
1000	1000	1000	294	785
264	666	264	264	666
769	984	315	320	205
594	616	354	94	401
20	235	235	235	20
370	248	370	370	248
228	228	798	751	228
975	975	975	975	975
168	187	116	168	168
846	846	846	846	94
195	195	958	958	195
236	236	936	236	936
371	371	371	881	881
651	372	75	75	75
796	419	602	888	294
493	388	493	290	388
419	419	254	254	254
819	819	249	819	819
960	960	331	960	10
220	220	814	220	814
364	796	347	710	173
559	389	389	114	559
394	601	394	394	394
210	210	210	210	856
525	200	525	525	200
50	474	50	474	589
691	691	691	691	847
592	483	483	592	483
108	491	376	491	376
825	61	61	825	825
344	344	619	344	344
856	856	856	856	856
568	387	832	476	516
935	707	935	707	935
535	81	400	437	507
551	361	551	361	361
61	473	731	189	812
138	138	338	138	338
129	288	129	129	951
314	1000	1000	314	314
108	108	108	9	9
26	152	26	152	152
262	262	262	501	262
542	937	542	542	748
756	157	157	756	756
934	219	548	327	571
465	465	465	791	465
714	714	857	857	714
632	200	424	482	339
295	295	295	295	956
697	234	236	77	845
474	365	885	859	566
816	294	516	589	806
116	116	550	116	116
336	138	336	336	138
663	411	411	411	663
485	760	504	485	504
116	116	320	320	116
511	185	185	185	511
951	440	799	965	869
553	553	808	553	808
356	747	198	9	740
760	760	778	359	760
385	539	411	807	755
839	701	839	839	839
601	601	601	468	468
197	163	340	944	467
587	117	587	117	521
771	771	379	379	771
